rowid,object,attribute,value,attributetype
1055,37a96765-5e94-4b0a-a5f6-7db611fd2050,organizerName,Techies Corner SF,string
1056,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,startDate,2024-03-27T18:00:00-07:00,date
1057,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,endDate,2024-03-27T20:00:00-07:00,date
1058,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,name,Startups and Business Networking Event San Francisco,string
1059,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,url,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,url
1060,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,image,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,url-img
1120,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,name,Queerly Quarterly Meet & Greet (Bernal Heights & Adjacent),string
1061,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,description,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",string
1062,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,locationName,The Marker San Francisco,string
1063,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,locationAddress,"501 Geary St, San Francisco, CA",address
1064,2614e7cb-f17e-4afa-bb6f-6cf91beb7095,organizerName,Startups and Tech Events in San Francisko,string
1065,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,startDate,2024-03-17T15:00:00-07:00,date
1066,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,endDate,2024-03-17T19:00:00-07:00,date
1067,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,name,Pre-GDC Indie Game Developer Park Meetup 2024,string
1068,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,url,https://www.meetup.com/seattleindies/events/298319764/,url
1069,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,image,https://secure-content.meetupstatic.com/images/classic-events/518292378/676x676.jpg,url-img
1070,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,description,"Calling all independent game developers at GDC 2024!

Let’s catch up with old friends and make new ones at Dolores Park the afternoon before GDC.

Location",string
1071,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,locationName,Dolores Park,string
1072,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,locationAddress,"19th St, San Francisco, CA",address
1073,66d552a7-6bb0-4f50-8dd1-a64933c50ee4,organizerName,Seattle Indies,string
1074,c3d6f79c-f987-483a-bb3e-0cc05be7791f,startDate,2024-03-17T09:30:00-07:00,date
1075,c3d6f79c-f987-483a-bb3e-0cc05be7791f,endDate,2024-03-17T11:30:00-07:00,date
1076,c3d6f79c-f987-483a-bb3e-0cc05be7791f,name,Hike in Lands End,string
1077,c3d6f79c-f987-483a-bb3e-0cc05be7791f,url,https://www.meetup.com/sf-peninsula-hiking-and-activities-group/events/299578403/,url
1078,c3d6f79c-f987-483a-bb3e-0cc05be7791f,image,/,url-img
1079,c3d6f79c-f987-483a-bb3e-0cc05be7791f,description,We will hike in Land's End. Afterwards we can go to lunch if there is enough interest.,string
1080,c3d6f79c-f987-483a-bb3e-0cc05be7791f,locationName,Lands End Lookout,string
1081,c3d6f79c-f987-483a-bb3e-0cc05be7791f,locationAddress,"680 Point Lobos Ave, San Francisco, CA",address
1082,c3d6f79c-f987-483a-bb3e-0cc05be7791f,organizerName,20s-40s  SF/Peninsula Hiking and Activities Group,string
1083,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,startDate,2024-03-21T17:30:00-07:00,date
1084,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,endDate,2024-03-21T19:30:00-07:00,date
1085,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,name,Temporal Users SF: March 2024,string
1086,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,url,https://www.meetup.com/sf-temporal-user-group/events/299361587/,url
1087,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,image,h,url-img
1088,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,description,"Temporal is excited to welcome the community to our next SF user group meetup! Join for an evening of technical talks, food, and drinks, meet Temporal user",string
1089,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,locationName,110 S Park St,string
1090,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,locationAddress,"110 S Park St, San Francisco, CA",address
1091,19a2e92e-c73b-4f34-a7e8-518a68e40fd7,organizerName,SF Temporal User Group,string
1092,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,startDate,2024-03-21T17:30:00-07:00,date
1093,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,endDate,2024-03-21T19:00:00-07:00,date
1094,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,name,Young PM's AI Discussion,string
1095,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,url,https://www.meetup.com/san-francisco-product-launch-manager-meetup-group/events/299685640/,url
1096,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,image,https://secure-content.meetupstatic.com/images/classic-events/519616177/676x676.jpg,url-img
1097,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,description,"If you choose to come, please read the Pop-Up rules below before RSVP'ing so that you are most prepared for the discussion.

***

Enjoy a drink at Joe the ",string
1098,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,locationName,JOE & THE JUICE,string
1099,d437bd95-7dac-49fc-a8f0-ff2622ea4dcf,locationAddress,"301 Howard St, San Francisco, CA",address
1100,b446b820-b0a7-43e5-95c6-3f0360411652,startDate,2024-03-28T17:00:00-07:00,date
1101,b446b820-b0a7-43e5-95c6-3f0360411652,endDate,2024-03-28T20:00:00-07:00,date
1102,b446b820-b0a7-43e5-95c6-3f0360411652,name,Bay Area Ruby Meetup Group @ GitHub HQ,string
1103,b446b820-b0a7-43e5-95c6-3f0360411652,url,https://www.meetup.com/san-francisco-ruby-meetup-group/events/299635202/,url
1104,b446b820-b0a7-43e5-95c6-3f0360411652,image,https://secure-content.meetupstatic.com/images/classic-events/519578114/676x676.jpg,url-img
1105,b446b820-b0a7-43e5-95c6-3f0360411652,description,"(NOTE: [Please register at this Luma Link](https://lu.ma/r6d0lghm) (Github's preference) in addition to RSVPing here.)

Hey, Bay Area builders and tinkerer",string
1106,b446b820-b0a7-43e5-95c6-3f0360411652,locationName,GitHub,string
1107,b446b820-b0a7-43e5-95c6-3f0360411652,locationAddress,"88 Colin P Kelly Jr St, San Francisco, CA",address
1108,b446b820-b0a7-43e5-95c6-3f0360411652,organizerName,SF Bay Area Ruby Meetup Group,string
1109,771c4ac2-2fe3-457b-9b87-762c3caf6af3,startDate,2024-03-28T18:00:00-07:00,date
1110,771c4ac2-2fe3-457b-9b87-762c3caf6af3,endDate,2024-03-28T22:00:00-07:00,date
1111,771c4ac2-2fe3-457b-9b87-762c3caf6af3,name,San Francisco AI Block Party,string
1112,771c4ac2-2fe3-457b-9b87-762c3caf6af3,url,https://www.meetup.com/sanfrancisco-ai/events/299429399/,url
1113,771c4ac2-2fe3-457b-9b87-762c3caf6af3,image,https://secure-content.meetupstatic.com/images/classic-events/519380766/676x676.jpg,url-img
1114,771c4ac2-2fe3-457b-9b87-762c3caf6af3,description,"Welcome to the San Francisco AI Block Party! Get ready for a night of fun, music, and good vibes in the heart of San Francisco.

Bring your friends and net",string
1115,771c4ac2-2fe3-457b-9b87-762c3caf6af3,locationName,1481 Folsom St,string
1116,771c4ac2-2fe3-457b-9b87-762c3caf6af3,locationAddress,"1481 Folsom St, San Francisco, CA",address
1117,771c4ac2-2fe3-457b-9b87-762c3caf6af3,organizerName,San francisco AI Meetups,string
1118,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,startDate,2024-03-16T13:00:00-07:00,date
1119,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,endDate,2024-03-16T15:00:00-07:00,date
1121,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,url,https://www.meetup.com/queerly-quarterly/events/298999698/,url
1122,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,image,https://secure-content.meetupstatic.com/images/classic-events/518923242/676x676.jpg,url-img
1123,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,description,Welcome to Queerly Quarterly meet and greet! Our meetup focuses on fostering a sense of community among residents and creating connections within the LGBTQ,string
1124,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,locationName,San Francisco,string
1125,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,locationAddress,"Downtown, San Francisco, CA",address
1126,f0b2c632-4e37-42d1-ac01-fd85cfc841f0,organizerName,Queerly Quarterly,string
1127,c1142f35-ed1d-470f-be96-845569f21671,startDate,2024-03-18T15:00:00-07:00,date
1128,c1142f35-ed1d-470f-be96-845569f21671,endDate,2024-03-18T17:00:00-07:00,date
1129,c1142f35-ed1d-470f-be96-845569f21671,name,Game Developers and Publishers Boba Happy Hour @ GDC!,string
1130,c1142f35-ed1d-470f-be96-845569f21671,url,https://www.meetup.com/conduit-turn-gameplay-into-social-posts/events/298761027/,url
1131,c1142f35-ed1d-470f-be96-845569f21671,image,https://secure-content.meetupstatic.com/images/classic-events/518685848/676x676.jpg,url-img
1132,c1142f35-ed1d-470f-be96-845569f21671,description,"**\*\*RSVP ON EVENTBRITE FOR ENTRY\*\***
https://www.eventbrite.com/e/game-developers-and-publishers-boba-happy-hour-gdc-tickets-807243736747

Looking for ",string
1133,c1142f35-ed1d-470f-be96-845569f21671,locationName,Yerba Buena Gardens,string
1134,c1142f35-ed1d-470f-be96-845569f21671,locationAddress,"750 Howard St, San Francisco, CA",address
1135,c1142f35-ed1d-470f-be96-845569f21671,organizerName,Conduit - Automatic Social Posts for Indies,string
1136,66b82414-fb2e-4ece-ba10-ba579cde7110,startDate,2024-03-24T12:00:00-07:00,date
1137,66b82414-fb2e-4ece-ba10-ba579cde7110,endDate,2024-03-24T15:00:00-07:00,date
1138,66b82414-fb2e-4ece-ba10-ba579cde7110,name,Female Brunch Club Meetup @ Yerba Buena,string
1139,66b82414-fb2e-4ece-ba10-ba579cde7110,url,https://www.meetup.com/san-francisco-female-brunch-club/events/299488736/,url
1140,66b82414-fb2e-4ece-ba10-ba579cde7110,image,https://secure-content.meetupstatic.com/images/classic-events/519435074/676x676.jpg,url-img
1141,66b82414-fb2e-4ece-ba10-ba579cde7110,description,"Join the San Francisco Female Brunch Club for a delightful brunch where you can meet like-minded women, make new friends, and enjoy some delicious food. Ye",string
1142,66b82414-fb2e-4ece-ba10-ba579cde7110,locationName,The Grove - Yerba Buena,string
1143,66b82414-fb2e-4ece-ba10-ba579cde7110,locationAddress,"690 Mission St, San Francisco, CA",address
1144,66b82414-fb2e-4ece-ba10-ba579cde7110,organizerName,San Francisco Female Brunch Club,string
1145,729af3b3-b22e-45c7-81b7-4686ff4bade6,startDate,2024-03-16T11:00:00-07:00,date
1146,729af3b3-b22e-45c7-81b7-4686ff4bade6,endDate,2024-03-16T13:00:00-07:00,date
1147,729af3b3-b22e-45c7-81b7-4686ff4bade6,name,Mahamudra: Walking for connection 💫,string
1148,729af3b3-b22e-45c7-81b7-4686ff4bade6,url,https://www.meetup.com/mahamudra-walking-for-connection/events/299576166/,url
1149,729af3b3-b22e-45c7-81b7-4686ff4bade6,image,h,url-img
1150,729af3b3-b22e-45c7-81b7-4686ff4bade6,description,"Join us for a transformative journey of self-discovery through Mahamudra walking meditation. We will explore personal development, fitness, and techniques ",string
1151,729af3b3-b22e-45c7-81b7-4686ff4bade6,locationName,Ritual Coffee Roasters,string
1152,729af3b3-b22e-45c7-81b7-4686ff4bade6,locationAddress,"432b Octavia St, San Francisco, CA",address
1153,729af3b3-b22e-45c7-81b7-4686ff4bade6,organizerName,Mahamudra: Walking for connection,string
1154,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,startDate,2024-03-27T18:00:00-07:00,date
1155,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,endDate,2024-03-27T20:00:00-07:00,date
1156,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,name,Talk Series: Event Streaming with Mantis & Scaling Computations with Ray,string
1157,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,url,https://www.meetup.com/data-engineer-things-bay-area-meetup/events/299603013/,url
1158,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,image,https://secure-content.meetupstatic.com/images/classic-events/519750261/676x676.jpg,url-img
1159,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,description,"Whether you're a seasoned data engineer or just starting out, this event will provide valuable insights and practical tips on the work we do. Come network ",string
1160,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,locationName,Writing Lab,string
1161,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,locationAddress,"180 Golden Gate Ave,, San Francisco , CA",address
1162,7c28b1a2-ea1d-47cb-b703-1e59506fdc27,organizerName,Data Engineer Things Bay Area Meetup,string
1163,6a751c2b-cb0f-443f-9be7-1c4fbb581657,startDate,2024-03-19T19:00:00-07:00,date
1164,6a751c2b-cb0f-443f-9be7-1c4fbb581657,endDate,2024-03-19T23:59:00-07:00,date
1165,6a751c2b-cb0f-443f-9be7-1c4fbb581657,name,"GDC 2024 After Party Meetup with HashiCorp, Sentry, Unity, Discord & More",string
1166,6a751c2b-cb0f-443f-9be7-1c4fbb581657,url,https://www.meetup.com/monthly-sf-game-development-community/events/298874115/,url
1167,6a751c2b-cb0f-443f-9be7-1c4fbb581657,image,https://secure-content.meetupstatic.com/images/classic-events/519278588/676x676.jpg,url-img
1168,6a751c2b-cb0f-443f-9be7-1c4fbb581657,description,"Welcome back to SF Game Development's third annual GDC 2024 After Party Meetup at DNA Lounge on Tuesday, March 19th from 7:00pm-12:00am. This is the larges",string
1169,6a751c2b-cb0f-443f-9be7-1c4fbb581657,locationName,DNA Lounge,string
1170,6a751c2b-cb0f-443f-9be7-1c4fbb581657,locationAddress,"375 11th St, San Francisco, CA",address
1171,6a751c2b-cb0f-443f-9be7-1c4fbb581657,organizerName,SF Game Development,string
1172,cbfc120b-5db2-430a-b35b-72db97a6bbe9,startDate,2024-03-28T18:00:00-07:00,date
1173,cbfc120b-5db2-430a-b35b-72db97a6bbe9,endDate,2024-03-28T20:00:00-07:00,date
1174,cbfc120b-5db2-430a-b35b-72db97a6bbe9,name,Data and AI Engineering Panel: Airbyte x LangChain x Pinecone,string
1175,cbfc120b-5db2-430a-b35b-72db97a6bbe9,url,https://www.meetup.com/data-bytes/events/299752878/,url
1176,cbfc120b-5db2-430a-b35b-72db97a6bbe9,image,https://secure-content.meetupstatic.com/images/classic-events/519718245/676x676.jpg,url-img
1177,cbfc120b-5db2-430a-b35b-72db97a6bbe9,description,"Join us for some light bites, drinks, and discussion about data engineering for AI. Our meetup will include a panel discussion with experts from the engine",string
1178,cbfc120b-5db2-430a-b35b-72db97a6bbe9,locationName,100 California St,string
1179,cbfc120b-5db2-430a-b35b-72db97a6bbe9,locationAddress,"100 California St, San Francisco, CA",address
1180,cbfc120b-5db2-430a-b35b-72db97a6bbe9,organizerName,Data Bytes,string
1181,cceed927-7293-4f87-b7b4-dd9ab4428a15,startDate,2024-03-27T18:00:00-07:00,date
1182,cceed927-7293-4f87-b7b4-dd9ab4428a15,endDate,2024-03-27T21:00:00-07:00,date
1183,cceed927-7293-4f87-b7b4-dd9ab4428a15,name,Workaholics who Treat Themselves Meetup @ Movida,string
1184,cceed927-7293-4f87-b7b4-dd9ab4428a15,url,https://www.meetup.com/workaholics-who-treat-themselves/events/299477384/,url
1185,cceed927-7293-4f87-b7b4-dd9ab4428a15,image,https://secure-content.meetupstatic.com/images/classic-events/519425872/676x676.jpg,url-img
1186,cceed927-7293-4f87-b7b4-dd9ab4428a15,description,I am excited to share that we will be hosting our first meetup at Movida. Movida is a new restaurant in SF that serves persian and mexican fusion restauran,string
1187,cceed927-7293-4f87-b7b4-dd9ab4428a15,locationName,555 2nd St,string
1188,cceed927-7293-4f87-b7b4-dd9ab4428a15,locationAddress,"555 2nd St, San Francisco, CA",address
1189,cceed927-7293-4f87-b7b4-dd9ab4428a15,organizerName,Workaholics who treat themselves,string
1190,4f8be489-f495-4e96-a95c-01ac66f0ed5e,startDate,2024-03-15T19:00:00-07:00,date
1191,4f8be489-f495-4e96-a95c-01ac66f0ed5e,endDate,2024-03-15T21:00:00-07:00,date
1192,4f8be489-f495-4e96-a95c-01ac66f0ed5e,name, 1st Surrealism art group meeting,string
1193,4f8be489-f495-4e96-a95c-01ac66f0ed5e,url,https://www.meetup.com/surrealist-art-painting-group/events/299224488/,url
1194,4f8be489-f495-4e96-a95c-01ac66f0ed5e,image,https://secure-content.meetupstatic.com/images/classic-events/519151371/676x676.jpg,url-img
1195,4f8be489-f495-4e96-a95c-01ac66f0ed5e,description,This will be the initial meet up to discuss Future meet-ups and painting plans,string
1196,4f8be489-f495-4e96-a95c-01ac66f0ed5e,locationName,Flying Pig Bistro Pub,string
1197,4f8be489-f495-4e96-a95c-01ac66f0ed5e,locationAddress,"433 South Van Ness Avenue, San Francisco, CA",address
1198,4f8be489-f495-4e96-a95c-01ac66f0ed5e,organizerName,Surrealist Art/ painting group,string
1199,23aa033f-442c-4691-ac18-88893d98965d,startDate,2024-03-15T15:00:00-07:00,date
1200,23aa033f-442c-4691-ac18-88893d98965d,endDate,2024-03-15T17:00:00-07:00,date
1201,23aa033f-442c-4691-ac18-88893d98965d,name,SF Techies Network + Happy Hour (St. Patrick's day drinks),string
1202,23aa033f-442c-4691-ac18-88893d98965d,url,https://www.meetup.com/techies-corner-sf/events/299383203/,url
1203,23aa033f-442c-4691-ac18-88893d98965d,image,https://secure-content.meetupstatic.com/images/classic-events/519310048/676x676.jpg,url-img
1204,23aa033f-442c-4691-ac18-88893d98965d,description,"Calling all techies!
If you are a founder, entrepreneur, engineer, designer, or simply a passionate tech enthusiast, this is the perfect opportunity to con",string
1205,23aa033f-442c-4691-ac18-88893d98965d,locationName,981 Mission St,string
1206,23aa033f-442c-4691-ac18-88893d98965d,locationAddress,"981 Mission St, San Francisco, CA",address
1207,23aa033f-442c-4691-ac18-88893d98965d,organizerName,Techies Corner SF,string
1208,8d49f59d-f961-46c1-8d1a-b938bb20452b,startDate,2024-03-27T18:00:00-07:00,date
1209,8d49f59d-f961-46c1-8d1a-b938bb20452b,endDate,2024-03-27T20:00:00-07:00,date
1210,8d49f59d-f961-46c1-8d1a-b938bb20452b,name,Startups and Business Networking Event San Francisco,string
1211,8d49f59d-f961-46c1-8d1a-b938bb20452b,url,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,url
1212,8d49f59d-f961-46c1-8d1a-b938bb20452b,image,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,url-img
1213,8d49f59d-f961-46c1-8d1a-b938bb20452b,description,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",string
1214,8d49f59d-f961-46c1-8d1a-b938bb20452b,locationName,The Marker San Francisco,string
1215,8d49f59d-f961-46c1-8d1a-b938bb20452b,locationAddress,"501 Geary St, San Francisco, CA",address
1216,8d49f59d-f961-46c1-8d1a-b938bb20452b,organizerName,Startups and Tech Events in San Francisko,string
1217,170514a3-48d2-439e-8c25-2ac8cb570571,startDate,2024-03-17T15:00:00-07:00,date
1218,170514a3-48d2-439e-8c25-2ac8cb570571,endDate,2024-03-17T19:00:00-07:00,date
1219,170514a3-48d2-439e-8c25-2ac8cb570571,name,Pre-GDC Indie Game Developer Park Meetup 2024,string
1220,170514a3-48d2-439e-8c25-2ac8cb570571,url,https://www.meetup.com/seattleindies/events/298319764/,url
1221,170514a3-48d2-439e-8c25-2ac8cb570571,image,https://secure-content.meetupstatic.com/images/classic-events/518292378/676x676.jpg,url-img
1222,170514a3-48d2-439e-8c25-2ac8cb570571,description,"Calling all independent game developers at GDC 2024!

Let’s catch up with old friends and make new ones at Dolores Park the afternoon before GDC.

Location",string
1223,170514a3-48d2-439e-8c25-2ac8cb570571,locationName,Dolores Park,string
1224,170514a3-48d2-439e-8c25-2ac8cb570571,locationAddress,"19th St, San Francisco, CA",address
